date,year,month,quarter,month_sin,month_cos,holiday_count,pre_holiday_count,post_holiday_count,hari_raya,cny,deepavali,banknote_total_lag_1,banknote_total_lag_3,banknote_total_lag_6,banknote_total_lag_12,banknote_total_roll_3,banknote_total_roll_6,banknote_total_roll_12
2018-03-01,2018,3,1,1.0,6.123233995736766e-17,0,0,2,0,0,0,104830.2,100145.79999999999,97618.4,96155.70000000001,104465.03333333333,101579.71666666667,100017.61666666665
2018-04-01,2018,4,2,0.8660254037844387,-0.4999999999999998,0,3,0,0,0,0,103140.1,105424.79999999999,97104.8,96820.0,104289.33333333333,102878.53333333333,100690.75833333335
2018-05-01,2018,5,2,0.49999999999999994,-0.8660254037844387,3,2,0,0,0,0,104897.7,104830.2,98832.6,97135.4,105247.09999999999,104357.01666666666,101571.43333333335
2018-06-01,2018,6,2,1.2246467991473532e-16,-1.0,2,0,3,1,0,0,107703.5,103140.1,100145.79999999999,101910.20000000001,106133.66666666667,105299.35000000002,101895.56666666665
2018-07-01,2018,7,3,-0.4999999999999997,-0.8660254037844388,0,2,2,0,0,0,105799.8,104897.7,105424.79999999999,97398.09999999999,104918.7,104604.01666666666,102216.79166666667
2018-08-01,2018,8,3,-0.8660254037844384,-0.5000000000000004,2,5,0,0,0,0,101252.8,107703.5,104830.2,99851.0,102981.03333333333,104114.06666666667,102386.75
2018-09-01,2018,9,3,-1.0,-1.8369701987210297e-16,5,0,2,0,0,0,101890.5,105799.8,103140.1,97618.4,101146.0,103639.83333333333,102609.77499999998
2018-10-01,2018,10,4,-0.8660254037844386,0.5000000000000001,0,1,5,0,0,0,100294.7,101252.8,104897.7,97104.8,100572.13333333335,102745.41666666667,102811.97500000002
2018-11-01,2018,11,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,99531.2,101890.5,107703.5,98832.6,99982.09999999999,101481.56666666667,102919.29166666667
2018-12-01,2018,12,4,-2.4492935982947064e-16,1.0,1,0,1,0,0,0,100120.4,100294.7,105799.8,100145.79999999999,100786.59999999999,100966.3,103132.825
2019-01-01,2019,1,1,0.49999999999999994,0.8660254037844387,0,2,1,0,0,0,102708.20000000001,99531.2,101252.8,105424.79999999999,104297.26666666666,102434.7,103519.35833333332
2019-02-01,2019,2,1,0.8660254037844386,0.5000000000000001,2,0,0,0,1,0,110063.2,100120.4,101890.5,104830.2,106030.86666666668,103006.48333333334,103560.27500000001
2019-03-01,2019,3,1,1.0,6.123233995736766e-17,0,0,2,0,0,0,105321.2,102708.20000000001,100294.7,103140.1,106573.16666666667,103679.88333333335,103659.85833333334
2019-04-01,2019,4,2,0.8660254037844387,-0.4999999999999998,0,3,0,0,0,0,104335.1,110063.2,99531.2,104897.7,104914.73333333334,104606.0,103675.70833333333
2019-05-01,2019,5,2,0.49999999999999994,-0.8660254037844387,3,2,0,0,0,0,105087.9,105321.2,100120.4,107703.5,106752.7,106391.78333333333,103936.67499999999
2019-06-01,2019,6,2,1.2246467991473532e-16,-1.0,2,1,3,1,0,0,110835.1,104335.1,102708.20000000001,105799.8,107438.63333333335,107005.90000000001,103986.10000000002
2019-07-01,2019,7,3,-0.4999999999999997,-0.8660254037844388,1,3,2,0,0,0,106392.9,105087.9,110063.2,101252.8,107579.06666666667,106246.89999999998,104340.8
2019-08-01,2019,8,3,-0.8660254037844384,-0.5000000000000004,3,3,1,0,0,0,105509.20000000001,110835.1,105321.2,101890.5,105833.76666666668,106293.23333333334,104649.85833333334
2019-09-01,2019,9,3,-1.0,-1.8369701987210297e-16,3,0,3,0,0,0,105599.2,106392.9,104335.1,100294.7,105487.36666666665,106463.0,105071.44166666667
2019-10-01,2019,10,4,-0.8660254037844386,0.5000000000000001,0,1,3,0,0,0,105353.7,105509.20000000001,105087.9,99531.2,105713.23333333332,106646.15000000001,105626.075
2019-11-01,2019,11,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,106186.8,105599.2,110835.1,100120.4,106069.16666666667,105951.46666666667,106171.625
2019-12-01,2019,12,4,-2.4492935982947064e-16,1.0,1,3,1,0,0,0,106667.0,105353.7,106392.9,102708.20000000001,107714.09999999999,106600.73333333334,106803.31666666667
2020-01-01,2020,1,1,0.49999999999999994,0.8660254037844387,3,0,1,0,1,0,110288.5,106186.8,105509.20000000001,110063.2,110629.26666666666,108171.25,107209.07500000001
2020-02-01,2020,2,1,0.8660254037844386,0.5000000000000001,0,0,3,0,0,0,114932.29999999999,106667.0,105599.2,105321.2,111957.66666666667,109013.41666666667,107653.325
2020-03-01,2020,3,1,1.0,6.123233995736766e-17,0,0,0,0,0,0,110652.20000000001,110288.5,105353.7,104335.1,112709.40000000001,110211.75,108337.375
2020-04-01,2020,4,2,0.8660254037844387,-0.4999999999999998,0,5,0,0,0,0,112543.7,114932.29999999999,106186.8,105087.9,113568.63333333335,112098.95,109372.54999999999
2020-05-01,2020,5,2,0.49999999999999994,-0.8660254037844387,5,1,0,1,0,0,117510.0,110652.20000000001,106667.0,110835.1,117862.63333333335,114910.15000000001,110430.80833333333
2020-06-01,2020,6,2,1.2246467991473532e-16,-1.0,1,1,5,0,0,0,123534.20000000001,112543.7,110288.5,106392.9,120712.43333333333,116710.91666666667,111655.825
2020-07-01,2020,7,3,-0.4999999999999997,-0.8660254037844388,1,2,1,0,0,0,121093.1,117510.0,114932.29999999999,105509.20000000001,122699.23333333334,118133.93333333335,113152.59166666666
2020-08-01,2020,8,3,-0.8660254037844384,-0.5000000000000004,2,1,1,0,0,0,123470.4,123534.20000000001,110652.20000000001,105599.2,122465.5,120164.06666666667,114588.74166666665
2020-09-01,2020,9,3,-1.0,-1.8369701987210297e-16,1,1,2,0,0,0,122833.0,121093.1,112543.7,105353.7,122922.56666666667,121817.5,116014.625
2020-10-01,2020,10,4,-0.8660254037844386,0.5000000000000001,1,0,1,0,0,0,122464.29999999999,123470.4,117510.0,106186.8,123165.53333333333,122932.38333333335,117515.66666666667
2020-11-01,2020,11,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,124199.3,122833.0,123534.20000000001,106667.0,123594.0,123029.75,118969.95
2020-12-01,2020,12,4,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,124118.40000000001,122464.29999999999,121093.1,110288.5,124932.30489816667,123927.43578241667,120319.17622454168
2021-01-01,2021,1,1,0.49999999999999994,0.8660254037844387,0,2,1,0,0,0,126479.2146945,124199.3,123470.4,114932.29999999999,128106.64160783333,125636.08747058333,121885.01040195832
2021-02-01,2021,2,1,0.8660254037844386,0.5000000000000001,2,0,0,0,1,0,133722.310129,124118.40000000001,122833.0,110652.20000000001,131785.82525666666,127689.91262833332,123926.9896475
2021-03-01,2021,3,1,1.0,6.123233995736766e-17,0,0,2,0,0,0,135155.9509465,126479.2146945,122464.29999999999,112543.7,134764.99026999998,129848.64758408333,125833.07379204167
2021-04-01,2021,4,2,0.8660254037844387,-0.4999999999999998,0,4,0,0,0,0,135416.7097345,133722.310129,124199.3,117510.0,136360.82951166667,132233.73555975,127583.05944654167
2021-05-01,2021,5,2,0.49999999999999994,-0.8660254037844387,4,1,0,1,0,0,138509.827854,135155.9509465,124118.40000000001,123534.20000000001,137559.43047466667,134672.62786566667,128851.18893283333
2021-06-01,2021,6,2,1.2246467991473532e-16,-1.0,1,1,4,0,0,0,138751.75383549999,135416.7097345,126479.2146945,121093.1,138127.78470483332,136446.38748741665,130186.91163491667
2021-07-01,2021,7,3,-0.4999999999999997,-0.8660254037844388,1,2,1,0,0,0,137121.772425,138509.827854,133722.310129,123470.4,138103.06554116667,137231.94752641665,131434.0174985
2021-08-01,2021,8,3,-0.8660254037844384,-0.5000000000000004,2,1,1,0,0,0,138435.670363,138751.75383549999,135155.9509465,122833.0,138451.53774183334,138005.48410824998,132847.6983682917
2021-09-01,2021,9,3,-1.0,-1.8369701987210297e-16,1,1,2,0,0,0,139797.1704375,137121.772425,135416.7097345,122464.29999999999,139803.40108483334,138965.59289483333,134407.12023945834
2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,1,0,1,0,0,0,141177.36245400002,138435.670363,138509.827854,124199.3,141249.25336783336,139676.15945449998,135954.947507125
2021-11-01,2021,11,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,142773.227212,139797.1704375,138751.75383549999,124118.40000000001,142269.47372816666,140360.505735,137516.56680033336
2021-12-01,2021,12,4,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,142857.8315185,141177.36245400002,137121.772425,126479.2146945,143864.83611966667,141834.11860225,139140.25304483334
2022-01-01,2022,1,1,0.49999999999999994,0.8660254037844387,0,2,1,0,0,0,145963.4496285,142773.227212,138435.670363,133722.310129,146829.8999685,144039.57666816667,140635.76209729168
2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,2,0,0,0,1,0,151668.4187585,142857.8315185,139797.1704375,135155.9509465,148580.80717616665,145425.14045216667,141715.31228020834
2022-03-01,2022,3,1,1.0,6.123233995736766e-17,0,0,2,0,0,0,148110.5531415,145963.4496285,141177.36245400002,135416.7097345,149225.2639418333,146545.05003075,142755.32146279168
2022-04-01,2022,4,2,0.8660254037844387,-0.4999999999999998,0,6,0,0,0,0,147896.8199255,151668.4187585,142773.227212,138509.827854,152303.74138766667,149566.82067808334,144621.49006629168
2022-05-01,2022,5,2,0.49999999999999994,-0.8660254037844387,6,1,0,1,0,0,160903.851096,148110.5531415,142857.8315185,138751.75383549999,155075.27138433335,151828.03928025,146094.272507625
2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1,3,6,0,0,0,156425.1431315,147896.8199255,145963.4496285,137121.772425,157353.00246983333,153289.13320583335,147561.62590404166
2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,3,1,1,0,0,0,154730.013182,160903.851096,151668.4187585,138435.670363,154836.1479975,153569.94469258332,148804.760680375
2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,1,1,3,0,0,0,153353.287679,156425.1431315,148110.5531415,139797.1704375,153698.87776016665,154387.07457224999,149906.1075122083
2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,1,1,1,0,0,0,153013.3324195,154730.013182,147896.8199255,141177.36245400002,152971.9925385,155162.49750416668,150853.77376745833
2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,1,3,1,0,0,0,152549.357517,153353.287679,160903.851096,142773.227212,153060.4910355,153948.3195165,151757.57009729167
2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,3,2,1,0,0,0,153618.78317,153013.3324195,156425.1431315,142857.8315185,153492.80849833332,153595.84312925,152711.94120475
2022-12-01,2022,12,4,-2.4492935982947064e-16,1.0,2,3,3,0,0,0,154310.284808,152549.357517,154730.013182,145963.4496285,155245.7559,154108.87421925,153699.00371254166
2023-01-01,2023,1,1,0.49999999999999994,0.8660254037844387,3,0,2,0,1,0,157808.199722,153618.78317,153353.287679,151668.4187585,157980.0150395,155520.2530375,154545.09886504165
2023-02-01,2023,2,1,0.8660254037844386,0.5000000000000001,0,0,3,0,0,0,161821.5605885,154310.284808,153013.3324195,148110.5531415,158295.29510350002,155894.05180091667,155140.56318658334
2023-03-01,2023,3,1,1.0,6.123233995736766e-17,0,4,0,0,0,0,155256.125,157808.199722,152549.357517,147896.8199255,157943.640413,156594.69815649997,155878.59783033334
2023-04-01,2023,4,2,0.8660254037844387,-0.4999999999999998,4,2,0,1,0,0,156753.2356505,161821.5605885,153618.78317,160903.851096,157691.76678716668,157835.89091333334,155892.10521491666
2023-05-01,2023,5,2,0.49999999999999994,-0.8660254037844387,2,2,4,0,0,0,161065.939711,155256.125,154310.284808,156425.1431315,157573.15933316667,157934.22721833334,155765.03517379166
2023-06-01,2023,6,2,1.2246467991473532e-16,-1.0,2,1,2,0,0,0,154900.302638,156753.2356505,157808.199722,154730.013182,157247.4043695,157595.52239124998,155852.19830525
2023-07-01,2023,7,3,-0.4999999999999997,-0.8660254037844388,1,1,2,0,0,0,155775.9707595,161065.939711,161821.5605885,153353.287679,154922.94656616668,156307.35667666668,155913.80485708333
2023-08-01,2023,8,3,-0.8660254037844384,-0.5000000000000004,1,2,1,0,0,0,154092.566301,154900.302638,155256.125,153013.3324195,154499.309812,156036.23457258331,155965.14318675
2023-09-01,2023,9,3,-1.0,-1.8369701987210297e-16,2,0,1,0,0,0,153629.3923755,155775.9707595,156753.2356505,152549.357517,153850.04517933333,155548.72477441668,156071.71146545833
2023-10-01,2023,10,4,-0.8660254037844386,0.5000000000000001,0,0,2,0,0,0,153828.17686150002,154092.566301,161065.939711,153618.78317,153761.20340133333,154342.07498375,156088.98294854167
2023-11-01,2023,11,4,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0,153826.040967,153629.3923755,154900.302638,154310.284808,153948.85803750003,154224.08392475,156079.15557154166
2023-12-01,2023,12,4,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,154192.356284,153828.17686150002,155775.9707595,157808.199722,155145.90845766666,154497.9768185,156046.74960487502
2024-01-01,2024,1,1,0.49999999999999994,0.8660254037844387,0,3,1,0,0,0,157419.328122,153826.040967,154092.566301,161821.5605885,157971.55454816666,155866.37897475,156086.86782570832
2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,3,0,0,0,1,0,162302.9792385,154192.356284,153629.3923755,155256.125,160890.64005716666,157419.74904733335,156727.99180995833
2024-03-01,2024,3,1,1.0,6.123233995736766e-17,0,2,3,0,0,0,162949.61281099997,157419.328122,153828.17686150002,156753.2356505,163154.60050366668,159150.25448066668,157349.48962754165
2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,2,2,0,1,0,0,164211.2094615,162302.9792385,153826.040967,161065.939711,163087.34509933332,160529.44982374998,157435.76240375
2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,2,2,2,0,0,0,162101.2130255,162949.61281099997,154192.356284,154900.302638,162492.93602649999,161691.78804183332,157957.93598329168
2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,2,1,2,0,0,0,161166.38559249998,164211.2094615,157419.328122,155775.9707595,161750.46027299998,162452.53038833334,158475.25360341667
2024-07-01,2024,7,3,-0.4999999999999997,-0.8660254037844388,1,1,2,0,0,0,161983.78220100002,162101.2130255,162302.9792385,154092.566301,161247.53931550003,162167.44220741667,159016.91059108335
2024-08-01,2024,8,3,-0.8660254037844384,-0.5000000000000004,1,1,1,0,0,0,160592.450153,161166.38559249998,162949.61281099997,153629.3923755,161126.31172883336,161809.6238776667,159614.6864625
2024-09-01,2024,9,3,-1.0,-1.8369701987210297e-16,1,0,1,0,0,0,160802.70283249998,161983.78220100002,164211.2094615,153828.17686150002,160739.266436,161244.8633545,160197.55891758334
2024-10-01,2024,10,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,160822.64632250002,160592.450153,162101.2130255,153826.040967,160795.84513766665,161021.69222658334,160775.5710251667
2024-11-01,2024,11,4,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0,160762.18625799997,160802.70283249998,161166.38559249998,154192.356284,160884.92342166664,161005.61757525,161348.70280854165
2024-12-01,2024,12,4,-2.4492935982947064e-16,1.0,1,2,0,0,0,0,161069.9376845,160822.64632250002,161983.78220100002,157419.328122,162679.176919,161709.2216775,162080.87603291665
2025-01-01,2025,1,1,0.49999999999999994,0.8660254037844387,2,0,1,0,1,0,166205.4068145,160762.18625799997,160592.450153,162302.9792385,166891.56180916668,163843.70347341665,163005.57284041666
2025-02-01,2025,2,1,0.8660254037844386,0.5000000000000001,0,1,2,0,0,0,173399.3409285,161069.9376845,160802.70283249998,162949.61281099997,169785.59478533335,165335.2591035,163572.44149058333
2025-03-01,2025,3,1,1.0,6.123233995736766e-17,1,1,0,1,0,0,169752.036613,166205.4068145,160822.64632250002,164211.2094615,172397.55647983335,167538.36669941666,164391.61502695832
2025-04-01,2025,4,2,0.8660254037844387,-0.4999999999999998,1,2,1,1,0,0,174041.291898,173399.3409285,160762.18625799997,162101.2130255,171134.17783033333,169012.86981975,165017.28102316664
2025-05-01,2025,5,2,0.49999999999999994,-0.8660254037844387,2,3,1,0,0,0,169609.20497999998,169752.036613,161069.9376845,161166.38559249998,170662.44821316664,170224.02149925,165614.81953725
2025-06-01,2025,6,2,1.2246467991473532e-16,-1.0,3,0,2,0,0,0,168336.8477615,174041.291898,166205.4068145,161983.78220100002,168399.10974233333,170398.33311108334,166053.77739429165
2025-07-01,2025,7,3,-0.4999999999999997,-0.8660254037844388,0,1,3,0,0,0,167251.2764855,169609.20497999998,173399.3409285,160592.450153,167543.45057633333,169338.8142033333,166591.258838375
2025-08-01,2025,8,3,-0.8660254037844384,-0.5000000000000004,1,4,0,0,0,0,167042.22748200002,168336.8477615,169752.036613,160802.70283249998,167385.14622416667,169023.79721866667,167179.52816108332
2025-09-01,2025,9,3,-1.0,-1.8369701987210297e-16,4,0,1,0,0,0,167861.934705,167251.2764855,174041.291898,160822.64632250002,167456.38077566668,167927.74525900002,167733.05597920832
2025-10-01,2025,10,4,-0.8660254037844386,0.5000000000000001,0,0,4,0,0,0,167464.98014,167042.22748200002,169609.20497999998,160762.18625799997,168272.626897,167908.03873666667,168460.45427820832
2025-11-01,2025,11,4,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0,169490.965846,167861.934705,168336.8477615,161069.9376845,168720.6403845,168052.89330433335,169138.45740179167
2025-12-01,2025,12,4,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,169205.97516749997,167464.98014,167251.2764855,166205.4068145,170612.29423416665,169034.33750491668,169716.335308
2026-01-01,2026,1,1,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,173139.941689,169490.965846,167042.22748200002,173399.3409285,173407.24377683332,170839.93533691668,170089.374770125
2026-02-01,2026,2,1,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,177875.814474,169205.97516749997,167861.934705,169752.036613,177685.58388816667,173203.11213633334,171113.45467749998
